,Unnamed: 0,POINT_ID,CURRENT,FORCE,TH_ORDER,TH1,TH2,TH3,1,10,r_max_time,r_max,slope_exp,intercept_exp,assesment_txt,OK,anomaly,gap,shunt
2418,2418,102650,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,113,79,134.0,119.0,0.0003889900330766,4.726998828679264,OK,1,0,0,0
2419,2419,159373,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,84,89,90.0,122.0,0.0041933061335948,4.426623492709719,OK,1,0,0,0
2420,2420,127129,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,198,99,94.0,125.0,-0.0049457343375509,5.293212765032086,OK,1,0,0,0
2421,2421,170228,8.7,2.2,1 + 1.2 + 0,1.0,1.2,0.0,134,76,59.0,91.0,-0.0066720740247251,4.904511873975636,OK,1,0,0,0
2422,2422,135564,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,232,93,109.0,110.0,-0.0069097870914249,5.453647158757735,shunt,0,0,0,1
2423,2423,135569,8.6,2.2,1 + 1.2 + 0,1.0,1.2,0.0,200,98,100.0,116.0,-0.005502294701431,5.303819661249468,OK,1,0,0,0
2424,2424,135626,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,222,155,158.0,121.0,-0.0038655212501626,5.406542903122442,shunt,0,0,0,1
2425,2425,135627,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,216,149,43.0,127.0,-0.0126450314577517,5.387923439141917,anomaly,0,1,0,0
2426,2426,159064,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,68,76,88.0,113.0,0.0058377024544394,4.213670002721668,OK,1,0,0,0
2427,2427,159065,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,91,75,74.0,126.0,0.0044578411018442,4.506401665415005,OK,1,0,0,0
2428,2428,159072,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,68,69,113.0,94.0,0.0028909560454812,4.216616749130626,OK,1,0,0,0
2429,2429,159073,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,91,77,132.0,99.0,0.0006432087299064,4.510216297786943,OK,1,0,0,0
2430,2430,159150,8.2,2.2,1 + 1.2 + 0,1.0,1.2,0.0,67,62,133.0,98.0,0.0028808701460576,4.201811749244908,OK,1,0,0,0
2431,2431,159152,8.8,2.2,1 + 1.2 + 0,1.0,1.2,0.0,79,51,145.0,84.0,0.0004261732387242,4.369021679228298,OK,1,0,0,0
2432,2432,170226,8.8,2.2,1 + 1.2 + 0,1.0,1.2,0.0,136,73,79.0,100.0,-0.0039421115352302,4.916596997271283,OK,1,0,0,0
2433,2433,370529,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,73,70,117.0,106.0,0.0032153418358937,4.287244099312497,OK,1,0,0,0
2434,2434,159355,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,117,91,75.0,121.0,0.0004542785243106,4.761719656273446,OK,1,0,0,0
2435,2435,159500,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,65,76,130.0,127.0,0.0051922466400229,4.169195023255614,OK,1,0,0,0
2436,2436,159504,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,72,87,119.0,100.0,0.0027839327709494,4.273882186245106,OK,1,0,0,0
2437,2437,159506,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,79,85,115.0,142.0,0.0051436772380196,4.364304175229002,OK,1,0,0,0
2438,2438,159508,8.6,2.0,1 + 1.2 + 0,1.0,1.2,0.0,67,54,183.0,98.0,0.0020894223037341,4.202603197087232,OK,1,0,0,0
2439,2439,159510,9.0,2.2,1 + 1.2 + 0,1.0,1.2,0.0,67,52,136.0,90.0,0.0021860522291799,4.202506567161786,OK,1,0,0,0
2440,2440,159514,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,70,78,117.0,102.0,0.0032454963037492,4.24524974574561,OK,1,0,0,0
2441,2441,161177,8.3,2.2,1 + 1.2 + 0,1.0,1.2,0.0,57,73,132.0,105.0,0.0046634281093356,4.038387839725215,OK,1,0,0,0
2442,2442,359172,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,92,70,92.0,121.0,0.0030110106433813,4.518777566405659,OK,1,0,0,0
2443,2443,161120,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,62,67,171.0,107.0,0.0032099673495106,4.123924417695581,OK,1,0,0,0
2444,2444,161123,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,59,61,52.0,101.0,0.0105408445673635,4.066996599338356,OK,1,0,0,0
2445,2445,161125,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,65,74,91.0,105.0,0.0053285897806876,4.169058680114949,OK,1,0,0,0
2446,2446,359494,8.4,2.2,1 + 1.2 + 0,1.0,1.2,0.0,98,88,92.0,109.0,0.0011690154237205,4.583798463246851,OK,1,0,0,0
2447,2447,159520,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,73,95,119.0,127.0,0.0046926071636457,4.285766833984745,OK,1,0,0,0
2448,2448,235413,8.6,2.2,0.75 + 1 + 1.2,0.75,1.0,1.2,333,152,134.0,131.0,-0.00701462531413,5.815157115294574,OK,1,0,0,0
2449,2449,160407,8.4,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,163,83,127.0,120.0,-0.0024306226827358,5.096180823489498,shunt,0,0,0,1
2450,2450,160409,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,144,66,177.0,85.0,-0.0029952388811686,4.972808538457169,OK,1,0,0,0
2451,2451,270113,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,42,48,114.0,92.0,0.0069391058297847,3.730730512453584,OK,1,0,0,0
2452,2452,270111,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,49,67,92.0,99.0,0.0077285665057578,3.884091731604869,OK,1,0,0,0
2453,2453,170286,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,179,94,60.0,111.0,-0.00809924753438,5.195485053375135,anomaly,0,1,0,0
2454,2454,170274,8.8,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,143,75,120.0,112.0,-0.0020533257055866,4.964897955965494,OK,1,0,0,0
2455,2455,170298,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,48,71,99.0,109.0,0.008368845625727,3.862832165282164,OK,1,0,0,0
2456,2456,170252,8.9,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,110,113,45.0,118.0,0.0015955513334829,4.698884814458934,OK,1,0,0,0
2457,2457,170268,8.8,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,46,50,175.0,110.0,0.0050105687890995,3.823630827699996,OK,1,0,0,0
2458,2458,170240,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,47,55,142.0,111.0,0.0060949120539168,3.8440526896561416,OK,1,0,0,0
2459,2459,170204,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,125,72,132.0,111.0,-0.0009067445495417,4.829220481851843,OK,1,0,0,0
2460,2460,170246,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,147,82,106.0,117.0,-0.0021738919236283,4.992606478702364,OK,1,0,0,0
2461,2461,170260,8.8,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,145,81,71.0,111.0,-0.0038171934444034,4.9805509358649775,OK,1,0,0,0
2462,2462,170276,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,42,65,59.0,102.0,0.0152983309482914,3.722371287335077,gap,0,0,1,0
2463,2463,170280,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,42,60,77.0,98.0,0.0111486560577263,3.726520962225642,OK,1,0,0,0
2464,2464,170288,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,48,75,107.0,111.0,0.0079087659472117,3.8632922449606792,OK,1,0,0,0
2465,2465,170292,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,48,74,94.0,113.0,0.0092063097613381,3.861994701146553,OK,1,0,0,0
2466,2466,170306,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,49,71,91.0,106.0,0.0085735421777937,3.883246755932833,OK,1,0,0,0
2467,2467,270105,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,49,71,82.0,103.0,0.0091717122236914,3.882648585886935,OK,1,0,0,0
2468,2468,270108,9.2,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,48,68,87.0,101.0,0.0086502268131787,3.862550784094712,OK,1,0,0,0
2469,2469,460516,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,59,78,154.0,117.0,0.0044747483064839,4.073062695599236,OK,1,0,0,0
2470,2470,359471,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,88,95,162.0,108.0,0.0012720149853789,4.476064799492828,OK,1,0,0,0
2471,2471,370041,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,57,80,108.0,103.0,0.0055296983214493,4.037521569513101,OK,1,0,0,0
2472,2472,370082,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,51,63,74.0,93.0,0.0082297789099853,3.92359585381434,OK,1,0,0,0
2473,2473,370098,8.4,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,57,75,52.0,89.0,0.0087369627823056,4.034314305052245,OK,1,0,0,0
2474,2474,370079,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,68,57.0,94.0,0.0105723404230102,3.940671378158417,OK,1,0,0,0
2475,2475,370075,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,57,78,90.0,101.0,0.0064277443708619,4.036623523463688,OK,1,0,0,0
2476,2476,370077,8.8,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,65,84.0,106.0,0.0085806671750679,3.94266305140636,OK,1,0,0,0
2477,2477,370071,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,59,77,96.0,97.0,0.0052334056273438,4.072304038278376,OK,1,0,0,0
2478,2478,370066,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,48,75,127.0,100.0,0.0058251521831761,3.865375858724715,OK,1,0,0,0
2479,2479,370492,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,70,166.0,108.0,0.0044296212638957,3.946814097317532,OK,1,0,0,0
2480,2480,370045,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,51,79,96.0,101.0,0.0071925777275466,3.924633054996779,OK,1,0,0,0
2481,2481,370049,8.8,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,50,75,169.0,102.0,0.0042437488562864,3.907779256571859,OK,1,0,0,0
2482,2482,370061,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,49,74,157.0,97.0,0.004377504361492,3.8874427937491354,OK,1,0,0,0
2483,2483,370057,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,50,80,154.0,100.0,0.0045303737291499,3.907492631698996,OK,1,0,0,0
2484,2484,370494,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,72,153.0,110.0,0.0049291884684933,3.946314530112934,OK,1,0,0,0
2485,2485,370498,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,51,68,176.0,103.0,0.0040165906028874,3.927809042121438,OK,1,0,0,0
2486,2486,370068,9.0,2.0,0.8 + 1 + 1.2,0.8,1.0,1.2,49,72,89.0,95.0,0.0075233703805672,3.8842969277300594,OK,1,0,0,0
2487,2487,370053,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,48,73,142.0,103.0,0.0054150920377428,3.865785918870148,OK,1,0,0,0
2488,2488,370050,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,49,75,164.0,103.0,0.0045577220252699,3.887262576085357,OK,1,0,0,0
2489,2489,370493,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,73,156.0,109.0,0.0047748655719207,3.946468853009507,OK,1,0,0,0
2490,2490,370063,9.0,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,49,73,137.0,96.0,0.0049450580393912,3.886875240071235,OK,1,0,0,0
2491,2491,370495,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,52,73,147.0,112.0,0.0052551722788607,3.945988546302567,OK,1,0,0,0
2492,2492,370497,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,51,68,176.0,105.0,0.0041264840996182,3.9276991486247073,OK,1,0,0,0
2493,2493,370055,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,49,76,124.0,104.0,0.0061184601709816,3.885701837939645,OK,1,0,0,0
2494,2494,370499,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,50,61,209.0,105.0,0.003567006465045,3.9084559989631007,OK,1,0,0,0
2495,2495,370500,8.6,2.2,0.8 + 1 + 1.2,0.8,1.0,1.2,51,65,236.0,99.0,0.0028225285847245,3.929003104139601,OK,1,0,0,0
2496,2496,159075,8.4,2.2,1 + 1 + 1.2,1.0,1.0,1.2,97,80,179.0,129.0,0.0016016934036982,4.573109285099685,OK,1,0,0,0
2497,2497,159085,8.6,2.4,1 + 1 + 1.2,1.0,1.0,1.2,98,83,161.0,135.0,0.0020019206235491,4.582965558047023,OK,1,0,0,0
2498,2498,160870,8.4,2.2,1 + 1 + 1.2,1.0,1.0,1.2,96,72,199.0,121.0,0.0011689007784288,4.563179290689408,OK,1,0,0,0
2499,2499,370036,8.8,2.8,1 + 1.2 + 1.2,1.0,1.2,1.2,119,93,108.0,103.0,-0.0013494813540363,4.780472974465566,OK,1,0,0,0
2500,2500,370038,9.0,2.6,1 + 1.2 + 1.2,1.0,1.2,1.2,63,60,118.0,120.0,0.0055073249264146,4.137627401465118,OK,1,0,0,0
2501,2501,159315,8.8,2.8,1 + 1.2 + 1.5,1.0,1.2,1.5,88,107,151.0,131.0,0.0026524033914862,4.474684411086721,OK,1,0,0,0
2502,2502,159308,8.8,2.8,1 + 1.2 + 1.5,1.0,1.2,1.5,84,111,65.0,141.0,0.0080928608052321,4.422723938038081,OK,1,0,0,0
2503,2503,160080,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,182,101,92.0,120.0,-0.0045770872999423,5.208583774376738,shunt,0,0,0,1
2504,2504,160085,8.6,2.2,1 + 1.5 + 0,1.0,1.5,0.0,106,84,163.0,111.0,0.000284513007409,4.663154581104658,OK,1,0,0,0
2505,2505,161081,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,117,115,84.0,126.0,0.0008928671343821,4.761281067663374,OK,1,0,0,0
2506,2506,460680,9.0,2.2,1 + 1.5 + 0,1.0,1.5,0.0,45,55,184.0,123.0,0.0054946550032901,3.8011678347670297,OK,1,0,0,0
2507,2507,459478,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,104,74,136.0,112.0,0.0005489479418794,4.6438419511994935,OK,1,0,0,0
2508,2508,459479,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,105,82,101.0,125.0,0.0017435338714477,4.652216816286075,OK,1,0,0,0
2509,2509,459477,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,105,78,95.0,132.0,0.0024344848130728,4.65152586534445,OK,1,0,0,0
2510,2510,459427,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,100,71,112.0,110.0,0.0008586502685074,4.604311535719584,OK,1,0,0,0
2511,2511,459428,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,108,82,134.0,120.0,0.0007921843282543,4.681339042795965,OK,1,0,0,0
2512,2512,460673,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,56,88,140.0,136.0,0.006383476223028,4.018968214512122,OK,1,0,0,0
2513,2513,559454,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,108,87,159.0,126.0,0.0009756372140965,4.681155589910123,OK,1,0,0,0
2514,2514,559854,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,104,80,113.0,117.0,0.0010516342469319,4.643339264894441,OK,1,0,0,0
2515,2515,559855,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,103,75,155.0,113.0,0.0006016807174201,4.634127307512216,OK,1,0,0,0
2516,2516,559856,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,107,84,124.0,125.0,0.0012641049011414,4.671564729560765,OK,1,0,0,0
2517,2517,570293,8.4,2.2,1 + 1.5 + 0,1.0,1.5,0.0,74,67,139.0,115.0,0.003194688660573,4.3008704045435975,OK,1,0,0,0
2518,2518,570301,8.8,2.2,1 + 1.5 + 0,1.0,1.5,0.0,78,83,110.0,106.0,0.0028140391506649,4.353894787538927,OK,1,0,0,0
2519,2519,459075,8.4,2.2,0.7 + 1 + 1.5,0.7,1.0,1.5,110,77,188.0,117.0,0.0003299121337183,4.700150453658698,OK,1,0,0,0
2520,2520,160041,8.6,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,79,103,44.0,132.0,0.0119384667469616,4.35750938572006,gap,0,0,1,0
2521,2521,160051,9.2,2.9,0.8 + 1 + 1.5,0.8,1.0,1.5,70,75,150.0,118.0,0.0035046267276262,4.244990615321733,OK,1,0,0,0
2522,2522,160047,8.4,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,112,84,180.0,135.0,0.0010434408220298,4.7174554304730645,OK,1,0,0,0
2523,2523,161047,8.6,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,119,105,153.0,144.0,0.0012545382004241,4.7778689549111055,OK,1,0,0,0
2524,2524,159499,8.6,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,58,98,137.0,124.0,0.0055870481989604,4.0548559623474585,shunt,0,0,0,1
2525,2525,160053,8.7,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,104,108,98.0,132.0,0.0024578456025257,4.641933053538847,OK,1,0,0,0
2526,2526,360395,8.8,2.4,0.8 + 1 + 1.5,0.8,1.0,1.5,112,89,142.0,129.0,0.00100222363877,4.717496647656324,OK,1,0,0,0
2527,2527,360394,8.8,2.4,0.8 + 1 + 1.5,0.8,1.0,1.5,110,88,150.0,129.0,0.0010693425407332,4.699411023251684,OK,1,0,0,0
2528,2528,360489,8.6,2.2,0.8 + 1 + 1.5,0.8,1.0,1.5,105,92,186.0,126.0,0.0009855219286159,4.652974828228907,OK,1,0,0,0
2529,2529,360852,8.6,2.4,0.9 + 1 + 1.5,0.9,1.0,1.5,98,124,142.0,144.0,0.0027294029851448,4.582238075685427,OK,1,0,0,0
2530,2530,160094,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,107,109,89.0,130.0,0.0022125638181099,4.670616270643796,OK,1,0,0,0
2531,2531,359567,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,65,113,100.0,141.0,0.0078219456614397,4.166565324234197,OK,1,0,0,0
2532,2532,160092,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,118,124,125.0,164.0,0.0026546919625688,4.768029932503096,OK,1,0,0,0
2533,2533,160106,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,107,104,80.0,120.0,0.0014514292192422,4.671377405242663,OK,1,0,0,0
2534,2534,160112,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,108,116,144.0,144.0,0.002011762744418,4.680119464379802,OK,1,0,0,0
2535,2535,160114,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,114,125,130.0,151.0,0.0021789254916312,4.734019522902864,OK,1,0,0,0
2536,2536,360604,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,79,100,55.0,145.0,0.0112460349991398,4.358201817467882,gap,0,0,1,0
2537,2537,360605,8.4,2.8,1 + 1 + 1.5,1.0,1.0,1.5,70,82,144.0,115.0,0.0034715866175796,4.24502365543178,OK,1,0,0,0
2538,2538,359600,8.6,2.2,1 + 1 + 1.5,1.0,1.0,1.5,85,115,62.0,148.0,0.0090911642176032,4.433560092272714,gap,0,0,1,0
2539,2539,159547,8.8,2.8,1 + 1.2 + 1.5,1.0,1.2,1.5,70,90,112.0,130.0,0.0055769298054614,4.242918312243898,OK,1,0,0,0
2540,2540,159641,8.8,2.8,1 + 1.2 + 1.5,1.0,1.2,1.5,80,96,38.0,149.0,0.0168086397640967,4.365217994909784,OK,1,0,0,0
2541,2541,159653,8.8,2.8,1 + 1.2 + 1.5,1.0,1.2,1.5,72,136,26.0,161.0,0.0321895298387363,4.244476589177319,gap,0,0,1,0
2542,2542,161267,8.8,3.0,1 + 1.5 + 1.5,1.0,1.5,1.5,189,113,200.0,138.0,-0.001580368491972,5.243327383551614,OK,1,0,0,0
2543,2543,359560,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,73,100,44.0,136.0,0.0144696615020386,4.275989779646352,gap,0,0,1,0
2544,2544,359563,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,73,100,34.0,134.0,0.0184054654182581,4.272053975730133,gap,0,0,1,0
2545,2545,359565,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,70,93,41.0,133.0,0.0160463471543098,4.232448894895049,gap,0,0,1,0
2546,2546,359568,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,71,80,163.0,121.0,0.0032908065960211,4.259389070445295,OK,1,0,0,0
2547,2547,459009,9.2,3.0,1 + 1.5 + 1.5,1.0,1.5,1.5,116,115,85.0,125.0,0.0008895660261421,4.752700625080222,OK,1,0,0,0
2548,2548,460683,9.2,3.0,1 + 1.5 + 1.5,1.0,1.5,1.5,102,102,96.0,127.0,0.0023075186649928,4.622665294619278,OK,1,0,0,0
2549,2549,159632,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,56,73,135.0,126.0,0.0060517180314651,4.019299972703685,OK,1,0,0,0
2550,2550,159664,8.6,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,79,103,54.0,153.0,0.0124715107344417,4.35697634173258,OK,1,0,0,0
2551,2551,159665,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,81,88,194.0,134.0,0.0026082416853806,4.391840912987059,OK,1,0,0,0
2552,2552,159669,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,91,130,26.0,147.0,0.0191829232104754,4.491676583306374,gap,0,0,1,0
2553,2553,460722,9.0,3.0,1 + 1.5 + 1.5,1.0,1.5,1.5,184,78,237.0,114.0,-0.0020285479204003,5.216964305529387,OK,1,0,0,0
2554,2554,360552,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,65,80,136.0,118.0,0.0044170174412594,4.169970252454378,OK,1,0,0,0
2555,2555,360596,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,63,80,162.0,128.0,0.0044030778728452,4.138731648518688,OK,1,0,0,0
2556,2556,460733,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,59,77,202.0,124.0,0.0036952443865637,4.073842199519156,OK,1,0,0,0
2557,2557,360591,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,59,80,124.0,124.0,0.0060385700951164,4.071498873810604,OK,1,0,0,0
2558,2558,360593,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,61,76,132.0,122.0,0.0052911998516026,4.105582664321709,OK,1,0,0,0
2559,2559,460720,9.0,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,66,62,165.0,108.0,0.0030029053969377,4.186651836629488,OK,1,0,0,0
2560,2560,259374,9.0,3.0,1 + 1.5 + 1.5,1.0,1.5,1.5,83,113,48.0,154.0,0.0131513190344049,4.4056892887621935,gap,0,0,1,0
2561,2561,335073,9.0,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,136,97,195.0,119.0,-0.000688306147549,4.913343191883602,OK,1,0,0,0
2562,2562,360493,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,106,68,231.0,105.0,-4.121193023714715e-05,4.663480306042304,OK,1,0,0,0
2563,2563,360492,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,106,74,211.0,104.0,-9.070569033664015e-05,4.663529799802404,OK,1,0,0,0
2564,2564,360494,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,107,74,221.0,108.0,4.228360301051882e-05,4.672786550858895,OK,1,0,0,0
2565,2565,360495,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,109,76,194.0,112.0,0.0001406786998235,4.69120720352932,OK,1,0,0,0
2566,2566,360496,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,111,72,208.0,109.0,-8.783729025695873e-05,4.709618038602591,OK,1,0,0,0
2567,2567,559878,9.2,3.2,1 + 1.5 + 1.5,1.0,1.5,1.5,35,45,112.0,72.0,0.0064983608786183,3.5488497006107957,shunt,0,0,0,1
2568,2568,235783,9.2,3.2,1 + 1.5 + 1.8,1.0,1.5,1.8,325,146,116.0,121.0,-0.0085916055368086,5.792416787866546,OK,1,0,0,0
2569,2569,235780,9.2,3.2,1 + 1.5 + 1.8,1.0,1.5,1.8,327,168,81.0,143.0,-0.0103389442579668,5.80029911515522,OK,1,0,0,0
2570,2570,235784,9.2,3.2,1 + 1.5 + 1.8,1.0,1.5,1.8,203,93,148.0,125.0,-0.0032985866784999,5.316504565720287,OK,1,0,0,0
2571,2571,235782,9.2,3.2,1 + 1.5 + 1.8,1.0,1.5,1.8,214,102,212.0,116.0,-0.0029023024830117,5.368878317504863,OK,1,0,0,0
2572,2572,235173,9.2,3.2,1 + 1.5 + 2.8,1.0,1.5,2.8,224,130,26.0,135.0,-0.0202548509366643,5.431900902791704,OK,1,0,0,0
2573,2573,235175,9.2,3.2,1 + 1.5 + 2.8,1.0,1.5,2.8,219,110,146.0,125.0,-0.0038672965000979,5.392939026316599,OK,1,0,0,0
2574,2574,235174,9.2,3.2,1 + 1.5 + 2.8,1.0,1.5,2.8,222,109,157.0,132.0,-0.0033325349954224,5.406009916867702,OK,1,0,0,0
2575,2575,235176,9.2,3.2,1 + 1.5 + 2.8,1.0,1.5,2.8,214,118,113.0,126.0,-0.0047294116791997,5.3707054267010506,OK,1,0,0,0
2576,2576,235177,9.2,3.2,1 + 1.5 + 2.8,1.0,1.5,2.8,212,112,161.0,125.0,-0.0033017033585606,5.359887978030573,OK,1,0,0,0
2577,2577,102721,8.6,2.8,1 + 1.8 + 0,1.0,1.8,0.0,158,82,183.0,109.0,-0.0020398195098781,5.064634852536845,OK,1,0,0,0
2578,2578,102753,8.6,2.8,1 + 1.8 + 0,1.0,1.8,0.0,173,100,118.0,121.0,-0.0030555645205216,5.156347159018301,OK,1,0,0,0
2579,2579,104748,8.8,2.2,1 + 1.8 + 0,1.0,1.8,0.0,145,63,164.0,103.0,-0.002098188676018,4.978831931096592,OK,1,0,0,0
2580,2580,135610,8.4,2.2,1 + 1.8 + 0,1.0,1.8,0.0,197,116,139.0,121.0,-0.00353197958798,5.286735708325969,OK,1,0,0,0
2581,2581,503185,8.0,2.4,1 + 1.8 + 0,1.0,1.8,0.0,173,103,131.0,117.0,-0.0030085973823078,5.156300191880087,OK,1,0,0,0
2582,2582,359348,8.6,2.4,0.75 + 1 + 1.8,0.75,1.0,1.8,168,130,98.0,132.0,-0.0024862067713081,5.126450186174567,OK,1,0,0,0
2583,2583,127230,8.8,2.2,1 + 2 + 0,1.0,2.0,0.0,245,140,90.0,132.0,-0.0069489470557118,5.508207157600439,OK,1,0,0,0
2584,2584,127231,8.8,2.2,1 + 2 + 0,1.0,2.0,0.0,212,129,147.0,135.0,-0.0030911746317368,5.359677449303749,OK,1,0,0,0
2585,2585,127232,8.8,2.2,1 + 2 + 0,1.0,2.0,0.0,226,137,126.0,135.0,-0.0041220817666708,5.424657081038957,OK,1,0,0,0
